Country,Symptom,Gender,Condition,0-30,30-60,>60,0-30-per,30-60-per,>60-per
Iran,headache,M,H,742,4797,402,12.48947989,80.74398249,6.76653762
Iran,headache,M,D,9,58,8,12,77.33333333,10.66666667
Iran,headache,F,H,669,4808,406,11.37174911,81.72701003,6.901240864
Iran,headache,F,D,5,48,8,8.196721311,78.68852459,13.1147541
Iran,headache,T,H,1411,9605,808,11.93335589,81.23308525,6.833558863
Iran,headache,T,D,14,106,16,10.29411765,77.94117647,11.76470588
Iran,infections,M,H,0,0,0,0,0,0
Iran,infections,M,D,0,0,0,0,0,0
Iran,infections,F,H,0,0,0,0,0,0
Iran,infections,F,D,0,0,0,0,0,0
Iran,infections,T,H,0,0,0,0,0,0
Iran,infections,T,D,0,0,0,0,0,0
Iran,laceration,M,H,360,2267,186,12.79772485,80.59011731,6.612157839
Iran,laceration,M,D,0,3,0,0,100,0
Iran,laceration,F,H,331,2308,182,11.73342786,81.81495923,6.451612903
Iran,laceration,F,D,0,2,0,0,100,0
Iran,laceration,T,H,691,4575,368,12.26482073,81.20340788,6.531771388
Iran,laceration,T,D,0,5,0,0,100,0
Iran,migraine,M,H,39,275,24,11.53846154,81.36094675,7.100591716
Iran,migraine,M,D,0,0,0,0,0,0
Iran,migraine,F,H,29,277,21,8.868501529,84.70948012,6.422018349
Iran,migraine,F,D,0,1,0,0,100,0
Iran,migraine,T,H,68,552,45,10.22556391,83.0075188,6.766917293
Iran,migraine,T,D,0,1,0,0,100,0
Iran,pregnant,M,H,0,0,0,0,0,0
Iran,pregnant,M,D,0,0,0,0,0,0
Iran,pregnant,F,H,72,334,10,17.30769231,80.28846154,2.403846154
Iran,pregnant,F,D,4,6,0,40,60,0
Iran,pregnant,T,H,72,334,10,17.30769231,80.28846154,2.403846154
Iran,pregnant,T,D,4,6,0,40,60,0
Iran,rash,M,H,0,0,0,0,0,0
Iran,rash,M,D,0,0,0,0,0,0
Iran,rash,F,H,0,0,0,0,0,0
Iran,rash,F,D,0,0,0,0,0,0
Iran,rash,T,H,0,0,0,0,0,0
Iran,rash,T,D,0,0,0,0,0,0
Iran,urinate,M,H,373,2385,195,12.63122249,80.7653234,6.603454114
Iran,urinate,M,D,0,7,0,0,100,0
Iran,urinate,F,H,355,2426,188,11.95688784,81.71101381,6.33209835
Iran,urinate,F,D,0,1,1,0,50,50
Iran,urinate,T,H,728,4811,383,12.29314421,81.23944613,6.467409659
Iran,urinate,T,D,0,8,1,0,88.88888889,11.11111111
Iran,vaginal,M,H,0,0,0,0,0,0
Iran,vaginal,M,D,0,0,0,0,0,0
Iran,vaginal,F,H,58,219,0,20.93862816,79.06137184,0
Iran,vaginal,F,D,6,6,0,50,50,0
Iran,vaginal,T,H,58,219,0,20.93862816,79.06137184,0
Iran,vaginal,T,D,6,6,0,50,50,0
Iran,vision,M,H,263,1841,160,11.61660777,81.31625442,7.067137809
Iran,vision,M,D,0,5,0,0,100,0
Iran,vision,F,H,258,1792,137,11.79698217,81.93872885,6.26428898
Iran,vision,F,D,0,2,0,0,100,0
Iran,vision,T,H,521,3633,297,11.70523478,81.62210739,6.67265783
Iran,vision,T,D,0,7,0,0,100,0
Iran,vomiting,M,H,3521,21930,2137,12.76279542,79.49108308,7.746121502
Iran,vomiting,M,D,296,1781,216,12.90885303,77.67117314,9.419973833
Iran,vomiting,F,H,3535,22195,2205,12.65437623,79.45229998,7.893323787
Iran,vomiting,F,D,310,1839,207,13.15789474,78.05602716,8.786078098
Iran,vomiting,T,H,7056,44125,4342,12.70824703,79.47157034,7.820182627
Iran,vomiting,T,D,606,3620,423,13.0350613,77.86620779,9.09873091
Iran,Heart Problems,M,H,242,1759,136,11.32428638,82.31165185,6.364061769
Iran,Heart Problems,M,D,0,3,0,0,100,0
Iran,Heart Problems,F,H,236,1718,142,11.25954198,81.96564885,6.77480916
Iran,Heart Problems,F,D,0,2,0,0,100,0
Iran,Heart Problems,T,H,478,3477,278,11.29222773,82.14032601,6.567446256
Iran,Heart Problems,T,D,0,5,0,0,100,0
Iran,Vocal Problems,M,H,33,289,28,9.428571429,82.57142857,8
Iran,Vocal Problems,M,D,0,0,1,0,0,100
Iran,Vocal Problems,F,H,34,283,26,9.912536443,82.50728863,7.580174927
Iran,Vocal Problems,F,D,0,0,0,0,0,0
Iran,Vocal Problems,T,H,67,572,54,9.668109668,82.53968254,7.792207792
Iran,Vocal Problems,T,D,0,0,1,0,0,100
Iran,others,M,H,14854,99008,8451,12.14425286,80.94642434,6.909322803
Iran,others,M,D,173,1073,106,12.79585799,79.36390533,7.840236686
Iran,others,F,H,14612,98100,8523,12.05262507,80.91722687,7.03014806
Iran,others,F,D,166,998,110,13.02982732,78.33594976,8.63422292
Iran,others,T,H,29466,197108,16974,12.09864175,80.93189022,6.969468031
Iran,others,T,D,339,2071,216,12.90936786,78.86519421,8.225437928
Karachi,abdominal pain,M,H,26343,241299,12429,9.405829236,86.15636749,4.437803271
Karachi,abdominal pain,M,D,2417,21305,1170,9.709946971,85.58974771,4.700305319
Karachi,abdominal pain,F,H,26224,241411,12226,9.370366003,86.26103673,4.368597268
Karachi,abdominal pain,F,D,2445,21505,1208,9.718578583,85.47976787,4.80165355
Karachi,abdominal pain,T,H,52567,482710,24655,9.38810427,86.20868248,4.403213247
Karachi,abdominal pain,T,D,4862,42810,2378,9.714285714,85.53446553,4.751248751
Karachi,abscess,M,H,430,4087,180,9.154779647,87.01298701,3.83223334
Karachi,abscess,M,D,0,2,1,0,66.66666667,33.33333333
Karachi,abscess,F,H,390,4007,163,8.552631579,87.87280702,3.574561404
Karachi,abscess,F,D,0,5,0,0,100,0
Karachi,abscess,T,H,820,8094,343,8.858161391,87.43653451,3.705304094
Karachi,abscess,T,D,0,7,1,0,87.5,12.5
Karachi,injury,M,H,20549,199615,8924,8.969915491,87.13463822,3.895446291
Karachi,injury,M,D,161,1604,84,8.70740941,86.74959438,4.542996214
Karachi,injury,F,H,20356,200038,9056,8.871649597,87.18152103,3.946829375
Karachi,injury,F,D,200,1646,91,10.32524522,84.9767682,4.697986577
Karachi,injury,T,H,40905,399653,17980,8.920743755,87.15809813,3.921158116
Karachi,injury,T,D,361,3250,175,9.535129424,85.84257792,4.622292657
Karachi,bleeding,M,H,10605,99256,4802,9.248842259,86.56323313,4.187924614
Karachi,bleeding,M,D,578,5128,291,9.63815241,85.50942138,4.852426213
Karachi,bleeding,F,H,10759,100433,4734,9.280920587,86.63543985,4.083639563
Karachi,bleeding,F,D,637,5297,274,10.26095361,85.3253866,4.413659794
Karachi,bleeding,T,H,21364,199689,9536,9.264969274,86.59953424,4.135496489
Karachi,bleeding,T,D,1215,10425,565,9.954936501,85.41581319,4.629250307
Karachi,body pain,M,H,76027,726773,35240,9.072001336,86.72294879,4.205049878
Karachi,body pain,M,D,2523,21860,1189,9.866259972,85.48412326,4.649616768
Karachi,body pain,F,H,75023,724785,34270,8.994722316,86.89654924,4.10872844
Karachi,body pain,F,D,2469,21758,1225,9.700612918,85.48640578,4.812981298
Karachi,body pain,T,H,151050,1451558,69510,9.033453381,86.80954335,4.157003274
Karachi,body pain,T,D,4992,43618,2414,9.783631232,85.48526184,4.73110693
Karachi,breathing,M,H,820,8190,369,8.742936347,87.3227423,3.934321356
Karachi,breathing,M,D,0,10,0,0,100,0
Karachi,breathing,F,H,840,8170,390,8.936170213,86.91489362,4.14893617
Karachi,breathing,F,D,1,11,0,8.333333333,91.66666667,0
Karachi,breathing,T,H,1660,16360,759,8.839661324,87.11858991,4.041748762
Karachi,breathing,T,D,1,21,0,4.545454545,95.45454545,0
Karachi,chest,M,H,0,0,0,0,0,0
Karachi,chest,M,D,0,0,0,0,0,0
Karachi,chest,F,H,0,0,0,0,0,0
Karachi,chest,F,D,0,0,0,0,0,0
Karachi,chest,T,H,0,0,0,0,0,0
Karachi,chest,T,D,0,0,0,0,0,0
Karachi,cough,M,H,9450,73815,3227,10.92586598,85.34315312,3.7309809
Karachi,cough,M,D,27,70,1,27.55102041,71.42857143,1.020408163
Karachi,cough,F,H,7667,73808,3278,9.046287447,87.08600286,3.867709698
Karachi,cough,F,D,10,76,2,11.36363636,86.36363636,2.272727273
Karachi,cough,T,H,17117,147623,6505,9.99562031,86.20572863,3.798651056
Karachi,cough,T,D,37,146,3,19.89247312,78.49462366,1.612903226
Karachi,cramp,M,H,0,0,0,0,0,0
Karachi,cramp,M,D,0,0,0,0,0,0
Karachi,cramp,F,H,0,0,0,0,0,0
Karachi,cramp,F,D,0,0,0,0,0,0
Karachi,cramp,T,H,0,0,0,0,0,0
Karachi,cramp,T,D,0,0,0,0,0,0
Karachi,deficit,M,H,0,0,0,0,0,0
Karachi,deficit,M,D,0,0,0,0,0,0
Karachi,deficit,F,H,0,0,0,0,0,0
Karachi,deficit,F,D,0,0,0,0,0,0
Karachi,deficit,T,H,0,0,0,0,0,0
Karachi,deficit,T,D,0,0,0,0,0,0
Karachi,diabetic,M,H,0,0,0,0,0,0
Karachi,diabetic,M,D,0,0,0,0,0,0
Karachi,diabetic,F,H,0,0,0,0,0,0
Karachi,diabetic,F,D,0,0,0,0,0,0
Karachi,diabetic,T,H,0,0,0,0,0,0
Karachi,diabetic,T,D,0,0,0,0,0,0
Karachi,diarrhea,M,H,0,0,0,0,0,0
Karachi,diarrhea,M,D,0,0,0,0,0,0
Karachi,diarrhea,F,H,0,0,0,0,0,0
Karachi,diarrhea,F,D,0,0,0,0,0,0
Karachi,diarrhea,T,H,0,0,0,0,0,0
Karachi,diarrhea,T,D,0,0,0,0,0,0
Karachi,dizziness,M,H,2470,24229,1068,8.895451435,87.2582562,3.846292361
Karachi,dizziness,M,D,5,29,2,13.88888889,80.55555556,5.555555556
Karachi,dizziness,F,H,2439,24624,1084,8.665221871,87.48356841,3.85120972
Karachi,dizziness,F,D,2,21,1,8.333333333,87.5,4.166666667
Karachi,dizziness,T,H,4909,48853,2152,8.779554316,87.37167793,3.84876775
Karachi,dizziness,T,D,7,50,3,11.66666667,83.33333333,5
Karachi,fatigue,M,H,0,0,0,0,0,0
Karachi,fatigue,M,D,0,0,0,0,0,0
Karachi,fatigue,F,H,0,0,0,0,0,0
Karachi,fatigue,F,D,0,0,0,0,0,0
Karachi,fatigue,T,H,0,0,0,0,0,0
Karachi,fatigue,T,D,0,0,0,0,0,0
Karachi,fever,M,H,29019,256886,12266,9.732334801,86.15391839,4.11374681
Karachi,fever,M,D,1023,9044,573,9.614661654,85,5.385338346
Karachi,fever,F,H,26831,256200,12285,9.085521949,86.75452735,4.159950697
Karachi,fever,F,D,1054,8977,495,10.0133004,85.28405852,4.702641079
Karachi,fever,T,H,55850,513086,24551,9.410484139,86.45277824,4.13673762
Karachi,fever,T,D,2077,18021,1068,9.812907493,85.14126429,5.045828215
Karachi,headache,M,H,6974,67840,3055,8.956067241,87.12067703,3.923255724
Karachi,headache,M,D,91,764,49,10.06637168,84.51327434,5.420353982
Karachi,headache,F,H,6828,67975,3105,8.764183396,87.25034656,3.985470042
Karachi,headache,F,D,86,786,32,9.513274336,86.94690265,3.539823009
Karachi,headache,T,H,13802,135815,6160,8.860101299,87.18552803,3.954370671
Karachi,headache,T,D,177,1550,81,9.789823009,85.7300885,4.480088496
Karachi,infections,M,H,0,0,0,0,0,0
Karachi,infections,M,D,0,0,0,0,0,0
Karachi,infections,F,H,0,0,0,0,0,0
Karachi,infections,F,D,0,0,0,0,0,0
Karachi,infections,T,H,0,0,0,0,0,0
Karachi,infections,T,D,0,0,0,0,0,0
Karachi,laceration,M,H,3362,32679,1427,8.972990285,87.21842639,3.808583324
Karachi,laceration,M,D,4,27,2,12.12121212,81.81818182,6.060606061
Karachi,laceration,F,H,3331,32622,1487,8.896901709,87.13141026,3.971688034
Karachi,laceration,F,D,1,33,1,2.857142857,94.28571429,2.857142857
Karachi,laceration,T,H,6693,65301,2914,8.934960218,87.17493459,3.890105196
Karachi,laceration,T,D,5,60,3,7.352941176,88.23529412,4.411764706
Karachi,migraine,M,H,423,4170,174,8.873505349,87.47640025,3.650094399
Karachi,migraine,M,D,1,0,0,100,0,0
Karachi,migraine,F,H,411,4105,187,8.7391027,87.28471189,3.976185414
Karachi,migraine,F,D,1,4,0,20,80,0
Karachi,migraine,T,H,834,8275,361,8.806758184,87.3812038,3.812038015
Karachi,migraine,T,D,2,4,0,33.33333333,66.66666667,0
Karachi,pregnant,M,H,0,0,0,0,0,0
Karachi,pregnant,M,D,0,0,0,0,0,0
Karachi,pregnant,F,H,694,4714,83,12.63886359,85.84957203,1.511564378
Karachi,pregnant,F,D,20,87,0,18.69158879,81.30841121,0
Karachi,pregnant,T,H,694,4714,83,12.63886359,85.84957203,1.511564378
Karachi,pregnant,T,D,20,87,0,18.69158879,81.30841121,0
Karachi,rash,M,H,0,0,0,0,0,0
Karachi,rash,M,D,0,0,0,0,0,0
Karachi,rash,F,H,0,0,0,0,0,0
Karachi,rash,F,D,0,0,0,0,0,0
Karachi,rash,T,H,0,0,0,0,0,0
Karachi,rash,T,D,0,0,0,0,0,0
Karachi,urinate,M,H,3444,34744,1519,8.673533634,87.50094442,3.825521948
Karachi,urinate,M,D,3,28,0,9.677419355,90.32258065,0
Karachi,urinate,F,H,3596,35274,1550,8.896585849,87.26867887,3.83473528
Karachi,urinate,F,D,5,27,1,15.15151515,81.81818182,3.03030303
Karachi,urinate,T,H,7040,70018,3069,8.786052142,87.38377825,3.830169606
Karachi,urinate,T,D,8,55,1,12.5,85.9375,1.5625
Karachi,vaginal,M,H,0,0,0,0,0,0
Karachi,vaginal,M,D,0,0,0,0,0,0
Karachi,vaginal,F,H,564,3304,0,14.5811789,85.4188211,0
Karachi,vaginal,F,D,44,168,0,20.75471698,79.24528302,0
Karachi,vaginal,T,H,564,3304,0,14.5811789,85.4188211,0
Karachi,vaginal,T,D,44,168,0,20.75471698,79.24528302,0
Karachi,vision,M,H,2499,24730,1103,8.820415078,87.28646054,3.893124382
Karachi,vision,M,D,1,17,1,5.263157895,89.47368421,5.263157895
Karachi,vision,F,H,2466,24326,1113,8.837125963,87.17434152,3.988532521
Karachi,vision,F,D,3,27,0,10,90,0
Karachi,vision,T,H,4965,49056,2216,8.828707079,87.23082668,3.940466241
Karachi,vision,T,D,4,44,1,8.163265306,89.79591837,2.040816327
Karachi,vomiting,M,H,35554,323170,16352,9.47914556,86.16120466,4.359649778
Karachi,vomiting,M,D,3159,27950,1630,9.649042426,85.37218608,4.978771496
Karachi,vomiting,F,H,35363,320077,16402,9.510222084,86.07876464,4.41101328
Karachi,vomiting,F,D,3219,27968,1636,9.807147427,85.20854279,4.984309783
Karachi,vomiting,T,H,70917,643247,32754,9.494616544,86.12016312,4.385220332
Karachi,vomiting,T,D,6378,55918,3266,9.728196211,85.2902596,4.981544187
Karachi,Heart Problems,M,H,2471,24490,1114,8.801424755,87.23063224,3.96794301
Karachi,Heart Problems,M,D,1,27,2,3.333333333,90,6.666666667
Karachi,Heart Problems,F,H,2543,24352,1101,9.083440491,86.98385484,3.932704672
Karachi,Heart Problems,F,D,2,32,1,5.714285714,91.42857143,2.857142857
Karachi,Heart Problems,T,H,5014,48842,2215,8.942233953,87.10741738,3.950348665
Karachi,Heart Problems,T,D,3,59,3,4.615384615,90.76923077,4.615384615
Karachi,Vocal Problems,M,H,358,4030,211,7.784300935,87.62774516,4.587953903
Karachi,Vocal Problems,M,D,0,4,0,0,100,0
Karachi,Vocal Problems,F,H,450,4103,165,9.537939805,86.9648156,3.497244595
Karachi,Vocal Problems,F,D,0,5,0,0,100,0
Karachi,Vocal Problems,T,H,808,8133,376,8.672319416,87.2920468,4.035633788
Karachi,Vocal Problems,T,D,0,9,0,0,100,0
Karachi,others,M,H,142666,1390381,62757,8.940070334,87.12730385,3.932625811
Karachi,others,M,D,1703,15332,803,9.547034421,85.95133984,4.501625743
Karachi,others,F,H,141318,1388356,62741,8.874445418,87.18556406,3.939990518
Karachi,others,F,D,1792,15003,821,10.17257039,85.16689373,4.660535876
Karachi,others,T,H,283984,2778737,125498,8.907292755,87.15640299,3.93630425
Karachi,others,T,D,3495,30335,1624,9.857843967,85.56157274,4.580583291
Lebanon,abdominal pain,M,H,2072,11877,1273,13.61187755,78.02522665,8.362895809
Lebanon,abdominal pain,M,D,157,856,102,14.08071749,76.77130045,9.147982063
Lebanon,abdominal pain,F,H,2026,11846,1223,13.4216628,78.47631666,8.102020537
Lebanon,abdominal pain,F,D,176,853,102,15.56145004,75.41998232,9.018567639
Lebanon,abdominal pain,T,H,4098,23723,2496,13.51716859,78.24982683,8.233004585
Lebanon,abdominal pain,T,D,333,1709,204,14.82635797,76.09082814,9.082813891
Lebanon,abscess,M,H,47,273,26,13.58381503,78.9017341,7.514450867
Lebanon,abscess,M,D,0,1,0,0,100,0
Lebanon,abscess,F,H,34,237,16,11.8466899,82.57839721,5.574912892
Lebanon,abscess,F,D,0,0,0,0,0,0
Lebanon,abscess,T,H,81,510,42,12.79620853,80.56872038,6.63507109
Lebanon,abscess,T,D,0,1,0,0,100,0
Lebanon,injury,M,H,1819,11847,1054,12.35733696,80.48233696,7.160326087
Lebanon,injury,M,D,14,80,9,13.59223301,77.66990291,8.737864078
Lebanon,injury,F,H,1745,11876,1057,11.88854067,80.91020575,7.201253577
Lebanon,injury,F,D,9,79,10,9.183673469,80.6122449,10.20408163
Lebanon,injury,T,H,3564,23723,2111,12.12327369,80.69596571,7.180760596
Lebanon,injury,T,D,23,159,19,11.44278607,79.10447761,9.452736318
Lebanon,bleeding,M,H,855,5405,496,12.65541741,80.00296033,7.341622262
Lebanon,bleeding,M,D,43,228,33,14.14473684,75,10.85526316
Lebanon,bleeding,F,H,872,5434,526,12.76346604,79.53747073,7.699063232
Lebanon,bleeding,F,D,47,222,20,16.26297578,76.816609,6.920415225
Lebanon,bleeding,T,H,1727,10839,1022,12.70974389,79.76891375,7.521342361
Lebanon,bleeding,T,D,90,450,53,15.17706577,75.88532884,8.937605396
Lebanon,body pain,M,H,6391,40873,3795,12.51689222,80.05052978,7.432577998
Lebanon,body pain,M,D,167,874,101,14.6234676,76.5323993,8.8441331
Lebanon,body pain,F,H,6311,41108,3680,12.35053524,80.44775827,7.201706491
Lebanon,body pain,F,D,175,892,105,14.93174061,76.10921502,8.959044369
Lebanon,body pain,T,H,12702,81981,7475,12.43368116,80.24922179,7.317097046
Lebanon,body pain,T,D,342,1766,206,14.77960242,76.31806396,8.902333621
Lebanon,breathing,M,H,67,493,43,11.11111111,81.75787728,7.131011609
Lebanon,breathing,M,D,0,0,0,0,0,0
Lebanon,breathing,F,H,59,502,41,9.800664452,83.38870432,6.810631229
Lebanon,breathing,F,D,0,0,0,0,0,0
Lebanon,breathing,T,H,126,995,84,10.45643154,82.57261411,6.970954357
Lebanon,breathing,T,D,0,0,0,0,0,0
Lebanon,chest,M,H,0,0,0,0,0,0
Lebanon,chest,M,D,0,0,0,0,0,0
Lebanon,chest,F,H,0,0,0,0,0,0
Lebanon,chest,F,D,0,0,0,0,0,0
Lebanon,chest,T,H,0,0,0,0,0,0
Lebanon,chest,T,D,0,0,0,0,0,0
Lebanon,cough,M,H,676,4374,364,12.48614703,80.79054304,6.723309937
Lebanon,cough,M,D,0,3,0,0,100,0
Lebanon,cough,F,H,624,4481,341,11.45795079,82.2805729,6.261476313
Lebanon,cough,F,D,1,13,0,7.142857143,92.85714286,0
Lebanon,cough,T,H,1300,8855,705,11.97053407,81.53775322,6.491712707
Lebanon,cough,T,D,1,16,0,5.882352941,94.11764706,0
Lebanon,cramp,M,H,0,0,0,0,0,0
Lebanon,cramp,M,D,0,0,0,0,0,0
Lebanon,cramp,F,H,0,0,0,0,0,0
Lebanon,cramp,F,D,0,0,0,0,0,0
Lebanon,cramp,T,H,0,0,0,0,0,0
Lebanon,cramp,T,D,0,0,0,0,0,0
Lebanon,deficit,M,H,0,0,0,0,0,0
Lebanon,deficit,M,D,0,0,0,0,0,0
Lebanon,deficit,F,H,0,0,0,0,0,0
Lebanon,deficit,F,D,0,0,0,0,0,0
Lebanon,deficit,T,H,0,0,0,0,0,0
Lebanon,deficit,T,D,0,0,0,0,0,0
Lebanon,diabetic,M,H,0,0,0,0,0,0
Lebanon,diabetic,M,D,0,0,0,0,0,0
Lebanon,diabetic,F,H,0,0,0,0,0,0
Lebanon,diabetic,F,D,0,0,0,0,0,0
Lebanon,diabetic,T,H,0,0,0,0,0,0
Lebanon,diabetic,T,D,0,0,0,0,0,0
Lebanon,diarrhea,M,H,0,0,0,0,0,0
Lebanon,diarrhea,M,D,0,0,0,0,0,0
Lebanon,diarrhea,F,H,0,0,0,0,0,0
Lebanon,diarrhea,F,D,0,0,0,0,0,0
Lebanon,diarrhea,T,H,0,0,0,0,0,0
Lebanon,diarrhea,T,D,0,0,0,0,0,0
Lebanon,dizziness,M,H,217,1485,129,11.8514473,81.10322228,7.045330421
Lebanon,dizziness,M,D,0,1,0,0,100,0
Lebanon,dizziness,F,H,231,1442,137,12.76243094,79.66850829,7.569060773
Lebanon,dizziness,F,D,1,1,0,50,50,0
Lebanon,dizziness,T,H,448,2927,266,12.304312,80.39000275,7.305685251
Lebanon,dizziness,T,D,1,2,0,33.33333333,66.66666667,0
Lebanon,fatigue,M,H,0,0,0,0,0,0
Lebanon,fatigue,M,D,0,0,0,0,0,0
Lebanon,fatigue,F,H,0,0,0,0,0,0
Lebanon,fatigue,F,D,0,0,0,0,0,0
Lebanon,fatigue,T,H,0,0,0,0,0,0
Lebanon,fatigue,T,D,0,0,0,0,0,0
Lebanon,fever,M,H,2268,14258,1251,12.75805817,80.20475896,7.037182877
Lebanon,fever,M,D,69,387,44,13.8,77.4,8.8
Lebanon,fever,F,H,2167,14348,1325,12.14686099,80.42600897,7.427130045
Lebanon,fever,F,D,62,398,52,12.109375,77.734375,10.15625
Lebanon,fever,T,H,4435,28606,2576,12.45191903,80.31557964,7.232501334
Lebanon,fever,T,D,131,785,96,12.94466403,77.56916996,9.486166008
Lebanon,headache,M,H,570,4021,380,11.46650573,80.88915711,7.644337156
Lebanon,headache,M,D,9,34,6,18.36734694,69.3877551,12.24489796
Lebanon,headache,F,H,594,3968,362,12.06336312,80.58489033,7.351746548
Lebanon,headache,F,D,4,32,1,10.81081081,86.48648649,2.702702703
Lebanon,headache,T,H,1164,7989,742,11.76351693,80.73774634,7.498736736
Lebanon,headache,T,D,13,66,7,15.11627907,76.74418605,8.139534884
Lebanon,infections,M,H,0,0,0,0,0,0
Lebanon,infections,M,D,0,0,0,0,0,0
Lebanon,infections,F,H,0,0,0,0,0,0
Lebanon,infections,F,D,0,0,0,0,0,0
Lebanon,infections,T,H,0,0,0,0,0,0
Lebanon,infections,T,D,0,0,0,0,0,0
Lebanon,laceration,M,H,289,1907,174,12.19409283,80.46413502,7.341772152
Lebanon,laceration,M,D,1,1,0,50,50,0
Lebanon,laceration,F,H,299,2024,156,12.06131505,81.64582493,6.292860024
Lebanon,laceration,F,D,0,2,0,0,100,0
Lebanon,laceration,T,H,588,3931,330,12.12621159,81.0682615,6.805526913
Lebanon,laceration,T,D,1,3,0,25,75,0
Lebanon,migraine,M,H,33,266,17,10.44303797,84.17721519,5.379746835
Lebanon,migraine,M,D,0,0,0,0,0,0
Lebanon,migraine,F,H,31,243,18,10.61643836,83.21917808,6.164383562
Lebanon,migraine,F,D,0,0,0,0,0,0
Lebanon,migraine,T,H,64,509,35,10.52631579,83.71710526,5.756578947
Lebanon,migraine,T,D,0,0,0,0,0,0
Lebanon,pregnant,M,H,0,0,0,0,0,0
Lebanon,pregnant,M,D,0,0,0,0,0,0
Lebanon,pregnant,F,H,50,268,7,15.38461538,82.46153846,2.153846154
Lebanon,pregnant,F,D,0,2,0,0,100,0
Lebanon,pregnant,T,H,50,268,7,15.38461538,82.46153846,2.153846154
Lebanon,pregnant,T,D,0,2,0,0,100,0
Lebanon,rash,M,H,0,0,0,0,0,0
Lebanon,rash,M,D,0,0,0,0,0,0
Lebanon,rash,F,H,0,0,0,0,0,0
Lebanon,rash,F,D,0,0,0,0,0,0
Lebanon,rash,T,H,0,0,0,0,0,0
Lebanon,rash,T,D,0,0,0,0,0,0
Lebanon,urinate,M,H,296,2061,152,11.7975289,82.14428059,6.058190514
Lebanon,urinate,M,D,0,1,0,0,100,0
Lebanon,urinate,F,H,315,2126,166,12.08285386,81.54967395,6.36747219
Lebanon,urinate,F,D,0,2,1,0,66.66666667,33.33333333
Lebanon,urinate,T,H,611,4187,318,11.94292416,81.84128225,6.215793589
Lebanon,urinate,T,D,0,3,1,0,75,25
Lebanon,vaginal,M,H,0,0,0,0,0,0
Lebanon,vaginal,M,D,0,0,0,0,0,0
Lebanon,vaginal,F,H,56,168,0,25,75,0
Lebanon,vaginal,F,D,2,11,0,15.38461538,84.61538462,0
Lebanon,vaginal,T,H,56,168,0,25,75,0
Lebanon,vaginal,T,D,2,11,0,15.38461538,84.61538462,0
Lebanon,vision,M,H,185,1427,124,10.65668203,82.20046083,7.142857143
Lebanon,vision,M,D,0,1,0,0,100,0
Lebanon,vision,F,H,186,1461,120,10.52631579,82.68251273,6.791171477
Lebanon,vision,F,D,0,1,0,0,100,0
Lebanon,vision,T,H,371,2888,244,10.59092207,82.44361975,6.965458179
Lebanon,vision,T,D,0,2,0,0,100,0
Lebanon,vomiting,M,H,2753,15865,1633,13.5943904,78.34181028,8.063799319
Lebanon,vomiting,M,D,196,1093,121,13.90070922,77.5177305,8.581560284
Lebanon,vomiting,F,H,2725,15894,1713,13.4025182,78.17233917,8.425142632
Lebanon,vomiting,F,D,203,1156,132,13.61502347,77.53185781,8.853118712
Lebanon,vomiting,T,H,5478,31759,3346,13.49826282,78.2569056,8.24483158
Lebanon,vomiting,T,D,399,2249,253,13.75387797,77.52499138,8.721130645
Lebanon,Heart Problems,M,H,208,1444,130,11.67227834,81.0325477,7.295173962
Lebanon,Heart Problems,M,D,0,1,0,0,100,0
Lebanon,Heart Problems,F,H,222,1449,133,12.3059867,80.32150776,7.372505543
Lebanon,Heart Problems,F,D,0,3,1,0,75,25
Lebanon,Heart Problems,T,H,430,2893,263,11.99107641,80.67484663,7.334076966
Lebanon,Heart Problems,T,D,0,4,1,0,80,20
Lebanon,Vocal Problems,M,H,37,259,19,11.74603175,82.22222222,6.031746032
Lebanon,Vocal Problems,M,D,0,0,0,0,0,0
Lebanon,Vocal Problems,F,H,26,272,16,8.280254777,86.62420382,5.095541401
Lebanon,Vocal Problems,F,D,0,0,0,0,0,0
Lebanon,Vocal Problems,T,H,63,531,35,10.01589825,84.41971383,5.564387917
Lebanon,Vocal Problems,T,D,0,0,0,0,0,0
Lebanon,others,M,H,12410,81832,7177,12.23636597,80.68705075,7.076583283
Lebanon,others,M,D,125,625,79,15.07840772,75.3920386,9.529553679
Lebanon,others,F,H,12551,81997,7177,12.33816663,80.60653723,7.055296142
Lebanon,others,F,D,129,620,72,15.71254568,75.51766139,8.769792935
Lebanon,others,T,H,24961,163829,14354,12.28734297,80.64673335,7.06592368
Lebanon,others,T,D,254,1245,151,15.39393939,75.45454545,9.151515152
Nairobi,abdominal pain,M,H,7237,52045,3772,11.47746376,82.54036223,5.98217401
Nairobi,abdominal pain,M,D,774,5518,429,11.51614343,82.10087785,6.382978723
Nairobi,abdominal pain,F,H,7311,52052,3882,11.5598071,82.30215827,6.138034627
Nairobi,abdominal pain,F,D,799,5395,440,12.04401568,81.32348508,6.632499246
Nairobi,abdominal pain,T,H,14548,104097,7654,11.51869769,82.42108014,6.060222171
Nairobi,abdominal pain,T,D,1573,10913,869,11.77836016,81.71471359,6.506926245
Nairobi,abscess,M,H,92,625,46,12.0576671,81.91349934,6.028833552
Nairobi,abscess,M,D,0,0,0,0,0,0
Nairobi,abscess,F,H,79,651,46,10.18041237,83.89175258,5.927835052
