COUNTRY,DATE,SYMPTOM,DEATHS
Iran,6/26/2009,rash,0
Iran,6/26/2009,urinate,0
Iran,6/26/2009,vaginal,0
Iran,6/26/2009,vision,0
Iran,6/26/2009,vomiting,4
Iran,6/26/2009,Heart Problems,0
Iran,6/26/2009,Vocal Problems,0
Iran,6/26/2009,others,0
Iran,6/27/2009,abdominal pain,1
Iran,6/27/2009,abscess,0
Iran,6/27/2009,injury,0
Iran,6/27/2009,bleeding,0
Iran,6/27/2009,body pain,3
Iran,6/27/2009,breathing,0
Iran,6/27/2009,chest,0
Iran,6/27/2009,cough,0
Iran,6/27/2009,cramp,0
Iran,6/27/2009,deficit,0
Iran,6/27/2009,diabetic,0
Iran,6/27/2009,diarrhea,0
Iran,6/27/2009,dizziness,0
Iran,6/27/2009,fatigue,0
Iran,6/27/2009,fever,0
Iran,6/27/2009,headache,0
Iran,6/27/2009,infections,0
Iran,6/27/2009,laceration,0
Iran,6/27/2009,migraine,0
Iran,6/27/2009,pregnant,0
Iran,6/27/2009,rash,0
Iran,6/27/2009,urinate,0
Iran,6/27/2009,vaginal,0
Iran,6/27/2009,vision,1
Iran,6/27/2009,vomiting,1
Iran,6/27/2009,Heart Problems,2
Iran,6/27/2009,Vocal Problems,0
Iran,6/27/2009,others,3
Iran,6/28/2009,abdominal pain,3
Iran,6/28/2009,abscess,0
Iran,6/28/2009,injury,1
Iran,6/28/2009,bleeding,1
Iran,6/28/2009,body pain,3
Iran,6/28/2009,breathing,0
Iran,6/28/2009,chest,0
Iran,6/28/2009,cough,0
Iran,6/28/2009,cramp,0
Iran,6/28/2009,deficit,0
Iran,6/28/2009,diabetic,0
Iran,6/28/2009,diarrhea,0
Iran,6/28/2009,dizziness,0
Iran,6/28/2009,fatigue,0
Iran,6/28/2009,fever,0
Iran,6/28/2009,headache,0
Iran,6/28/2009,infections,0
Iran,6/28/2009,laceration,0
Iran,6/28/2009,migraine,0
Iran,6/28/2009,pregnant,0
Iran,6/28/2009,rash,0
Iran,6/28/2009,urinate,1
Iran,6/28/2009,vaginal,0
Iran,6/28/2009,vision,0
Iran,6/28/2009,vomiting,0
Iran,6/28/2009,Heart Problems,0
Iran,6/28/2009,Vocal Problems,0
Iran,6/28/2009,others,2
Iran,6/29/2009,abdominal pain,2
Iran,6/29/2009,abscess,0
Iran,6/29/2009,injury,1
Iran,6/29/2009,bleeding,0
Iran,6/29/2009,body pain,2
Iran,6/29/2009,breathing,0
Iran,6/29/2009,chest,0
Iran,6/29/2009,cough,0
Iran,6/29/2009,cramp,0
Iran,6/29/2009,deficit,0
Iran,6/29/2009,diabetic,0
Iran,6/29/2009,diarrhea,0
Iran,6/29/2009,dizziness,0
Iran,6/29/2009,fatigue,0
Iran,6/29/2009,fever,1
Iran,6/29/2009,headache,1
Iran,6/29/2009,infections,0
Iran,6/29/2009,laceration,0
Iran,6/29/2009,migraine,0
Iran,6/29/2009,pregnant,0
Iran,6/29/2009,rash,0
Iran,6/29/2009,urinate,0
Iran,6/29/2009,vaginal,0
Iran,6/29/2009,vision,0
Iran,6/29/2009,vomiting,2
Iran,6/29/2009,Heart Problems,0
Iran,6/29/2009,Vocal Problems,0
Iran,6/29/2009,others,2
Iran,6/30/2009,abdominal pain,0
Iran,6/30/2009,abscess,0
Iran,6/30/2009,injury,1
Iran,6/30/2009,bleeding,0
Iran,6/30/2009,body pain,0
Iran,6/30/2009,breathing,0
Iran,6/30/2009,chest,0
Iran,6/30/2009,cough,0
Iran,6/30/2009,cramp,0
Iran,6/30/2009,deficit,0
Iran,6/30/2009,diabetic,0
Iran,6/30/2009,diarrhea,0
Iran,6/30/2009,dizziness,0
Iran,6/30/2009,fatigue,0
Iran,6/30/2009,fever,2
Iran,6/30/2009,headache,1
Iran,6/30/2009,infections,0
Iran,6/30/2009,laceration,0
Iran,6/30/2009,migraine,0
Iran,6/30/2009,pregnant,0
Iran,6/30/2009,rash,0
Iran,6/30/2009,urinate,1
Iran,6/30/2009,vaginal,0
Iran,6/30/2009,vision,0
Iran,6/30/2009,vomiting,0
Iran,6/30/2009,Heart Problems,1
Iran,6/30/2009,Vocal Problems,0
Iran,6/30/2009,others,3
Karachi,4/16/2009,abdominal pain,0
Karachi,4/16/2009,abscess,0
Karachi,4/16/2009,injury,0
Karachi,4/16/2009,bleeding,0
Karachi,4/16/2009,body pain,0
Karachi,4/16/2009,breathing,0
Karachi,4/16/2009,chest,0
Karachi,4/16/2009,cough,0
Karachi,4/16/2009,cramp,0
Karachi,4/16/2009,deficit,0
Karachi,4/16/2009,diabetic,0
Karachi,4/16/2009,diarrhea,0
Karachi,4/16/2009,dizziness,0
Karachi,4/16/2009,fatigue,0
Karachi,4/16/2009,fever,0
Karachi,4/16/2009,headache,0
Karachi,4/16/2009,infections,0
Karachi,4/16/2009,laceration,0
Karachi,4/16/2009,migraine,0
Karachi,4/16/2009,pregnant,0
Karachi,4/16/2009,rash,0
Karachi,4/16/2009,urinate,0
Karachi,4/16/2009,vaginal,0
Karachi,4/16/2009,vision,0
Karachi,4/16/2009,vomiting,0
Karachi,4/16/2009,Heart Problems,0
Karachi,4/16/2009,Vocal Problems,0
Karachi,4/16/2009,others,0
Karachi,4/17/2009,abdominal pain,0
Karachi,4/17/2009,abscess,0
Karachi,4/17/2009,injury,0
Karachi,4/17/2009,bleeding,0
Karachi,4/17/2009,body pain,0
Karachi,4/17/2009,breathing,0
Karachi,4/17/2009,chest,0
Karachi,4/17/2009,cough,0
Karachi,4/17/2009,cramp,0
Karachi,4/17/2009,deficit,0
Karachi,4/17/2009,diabetic,0
Karachi,4/17/2009,diarrhea,0
Karachi,4/17/2009,dizziness,0
Karachi,4/17/2009,fatigue,0
Karachi,4/17/2009,fever,0
Karachi,4/17/2009,headache,0
Karachi,4/17/2009,infections,0
Karachi,4/17/2009,laceration,0
Karachi,4/17/2009,migraine,0
Karachi,4/17/2009,pregnant,0
Karachi,4/17/2009,rash,0
Karachi,4/17/2009,urinate,0
Karachi,4/17/2009,vaginal,0
Karachi,4/17/2009,vision,0
Karachi,4/17/2009,vomiting,0
Karachi,4/17/2009,Heart Problems,0
Karachi,4/17/2009,Vocal Problems,0
Karachi,4/17/2009,others,0
Karachi,4/18/2009,abdominal pain,0
Karachi,4/18/2009,abscess,0
Karachi,4/18/2009,injury,0
Karachi,4/18/2009,bleeding,0
Karachi,4/18/2009,body pain,0
Karachi,4/18/2009,breathing,0
Karachi,4/18/2009,chest,0
Karachi,4/18/2009,cough,0
Karachi,4/18/2009,cramp,0
Karachi,4/18/2009,deficit,0
Karachi,4/18/2009,diabetic,0
Karachi,4/18/2009,diarrhea,0
Karachi,4/18/2009,dizziness,0
Karachi,4/18/2009,fatigue,0
Karachi,4/18/2009,fever,0
Karachi,4/18/2009,headache,0
Karachi,4/18/2009,infections,0
Karachi,4/18/2009,laceration,0
Karachi,4/18/2009,migraine,0
Karachi,4/18/2009,pregnant,0
Karachi,4/18/2009,rash,0
Karachi,4/18/2009,urinate,0
Karachi,4/18/2009,vaginal,0
Karachi,4/18/2009,vision,0
Karachi,4/18/2009,vomiting,0
Karachi,4/18/2009,Heart Problems,0
Karachi,4/18/2009,Vocal Problems,0
Karachi,4/18/2009,others,1
Karachi,4/19/2009,abdominal pain,0
Karachi,4/19/2009,abscess,0
Karachi,4/19/2009,injury,4
Karachi,4/19/2009,bleeding,0
Karachi,4/19/2009,body pain,6
Karachi,4/19/2009,breathing,0
Karachi,4/19/2009,chest,0
Karachi,4/19/2009,cough,0
Karachi,4/19/2009,cramp,0
Karachi,4/19/2009,deficit,0
Karachi,4/19/2009,diabetic,0
Karachi,4/19/2009,diarrhea,0
Karachi,4/19/2009,dizziness,0
Karachi,4/19/2009,fatigue,0
Karachi,4/19/2009,fever,0
Karachi,4/19/2009,headache,2
Karachi,4/19/2009,infections,0
Karachi,4/19/2009,laceration,0
Karachi,4/19/2009,migraine,0
Karachi,4/19/2009,pregnant,0
Karachi,4/19/2009,rash,0
Karachi,4/19/2009,urinate,0
Karachi,4/19/2009,vaginal,0
Karachi,4/19/2009,vision,0
Karachi,4/19/2009,vomiting,0
Karachi,4/19/2009,Heart Problems,1
Karachi,4/19/2009,Vocal Problems,0
Karachi,4/19/2009,others,10
Karachi,4/20/2009,abdominal pain,2
Karachi,4/20/2009,abscess,0
Karachi,4/20/2009,injury,3
Karachi,4/20/2009,bleeding,0
Karachi,4/20/2009,body pain,9
Karachi,4/20/2009,breathing,0
Karachi,4/20/2009,chest,0
Karachi,4/20/2009,cough,2
Karachi,4/20/2009,cramp,0
Karachi,4/20/2009,deficit,0
Karachi,4/20/2009,diabetic,0
Karachi,4/20/2009,diarrhea,0
Karachi,4/20/2009,dizziness,0
Karachi,4/20/2009,fatigue,0
Karachi,4/20/2009,fever,3
Karachi,4/20/2009,headache,0
Karachi,4/20/2009,infections,0
Karachi,4/20/2009,laceration,1
Karachi,4/20/2009,migraine,0
Karachi,4/20/2009,pregnant,0
Karachi,4/20/2009,rash,0
Karachi,4/20/2009,urinate,0
Karachi,4/20/2009,vaginal,0
Karachi,4/20/2009,vision,0
Karachi,4/20/2009,vomiting,2
Karachi,4/20/2009,Heart Problems,0
Karachi,4/20/2009,Vocal Problems,0
Karachi,4/20/2009,others,22
Karachi,4/21/2009,abdominal pain,1
Karachi,4/21/2009,abscess,1
Karachi,4/21/2009,injury,3
Karachi,4/21/2009,bleeding,4
Karachi,4/21/2009,body pain,16
Karachi,4/21/2009,breathing,0
Karachi,4/21/2009,chest,0
Karachi,4/21/2009,cough,2
Karachi,4/21/2009,cramp,0
Karachi,4/21/2009,deficit,0
Karachi,4/21/2009,diabetic,0
Karachi,4/21/2009,diarrhea,0
Karachi,4/21/2009,dizziness,1
Karachi,4/21/2009,fatigue,0
Karachi,4/21/2009,fever,8
Karachi,4/21/2009,headache,4
Karachi,4/21/2009,infections,0
Karachi,4/21/2009,laceration,1
Karachi,4/21/2009,migraine,0
Karachi,4/21/2009,pregnant,0
Karachi,4/21/2009,rash,0
Karachi,4/21/2009,urinate,0
Karachi,4/21/2009,vaginal,0
Karachi,4/21/2009,vision,2
Karachi,4/21/2009,vomiting,1
Karachi,4/21/2009,Heart Problems,3
Karachi,4/21/2009,Vocal Problems,0
Karachi,4/21/2009,others,40
Karachi,4/22/2009,abdominal pain,2
Karachi,4/22/2009,abscess,1
Karachi,4/22/2009,injury,9
Karachi,4/22/2009,bleeding,2
Karachi,4/22/2009,body pain,21
Karachi,4/22/2009,breathing,1
Karachi,4/22/2009,chest,0
Karachi,4/22/2009,cough,3
Karachi,4/22/2009,cramp,0
Karachi,4/22/2009,deficit,0
Karachi,4/22/2009,diabetic,0
Karachi,4/22/2009,diarrhea,0
Karachi,4/22/2009,dizziness,0
Karachi,4/22/2009,fatigue,0
Karachi,4/22/2009,fever,4
Karachi,4/22/2009,headache,2
Karachi,4/22/2009,infections,0
Karachi,4/22/2009,laceration,1
Karachi,4/22/2009,migraine,1
Karachi,4/22/2009,pregnant,0
Karachi,4/22/2009,rash,0
Karachi,4/22/2009,urinate,0
Karachi,4/22/2009,vaginal,0
Karachi,4/22/2009,vision,1
Karachi,4/22/2009,vomiting,7
Karachi,4/22/2009,Heart Problems,0
Karachi,4/22/2009,Vocal Problems,0
Karachi,4/22/2009,others,39
Karachi,4/23/2009,abdominal pain,4
Karachi,4/23/2009,abscess,0
Karachi,4/23/2009,injury,7
Karachi,4/23/2009,bleeding,2
Karachi,4/23/2009,body pain,19
Karachi,4/23/2009,breathing,0
Karachi,4/23/2009,chest,0
Karachi,4/23/2009,cough,1
Karachi,4/23/2009,cramp,0
Karachi,4/23/2009,deficit,0
Karachi,4/23/2009,diabetic,0
Karachi,4/23/2009,diarrhea,0
Karachi,4/23/2009,dizziness,1
Karachi,4/23/2009,fatigue,0
Karachi,4/23/2009,fever,4
Karachi,4/23/2009,headache,3
Karachi,4/23/2009,infections,0
Karachi,4/23/2009,laceration,3
Karachi,4/23/2009,migraine,0
Karachi,4/23/2009,pregnant,0
Karachi,4/23/2009,rash,0
Karachi,4/23/2009,urinate,3
Karachi,4/23/2009,vaginal,0
Karachi,4/23/2009,vision,0
Karachi,4/23/2009,vomiting,5
Karachi,4/23/2009,Heart Problems,0
Karachi,4/23/2009,Vocal Problems,1
Karachi,4/23/2009,others,43
Karachi,4/24/2009,abdominal pain,1
Karachi,4/24/2009,abscess,0
Karachi,4/24/2009,injury,4
Karachi,4/24/2009,bleeding,1
Karachi,4/24/2009,body pain,15
Karachi,4/24/2009,breathing,2
Karachi,4/24/2009,chest,0
Karachi,4/24/2009,cough,2
Karachi,4/24/2009,cramp,0
Karachi,4/24/2009,deficit,0
Karachi,4/24/2009,diabetic,0
Karachi,4/24/2009,diarrhea,0
Karachi,4/24/2009,dizziness,0
Karachi,4/24/2009,fatigue,0
Karachi,4/24/2009,fever,12
Karachi,4/24/2009,headache,1
Karachi,4/24/2009,infections,0
Karachi,4/24/2009,laceration,2
Karachi,4/24/2009,migraine,1
Karachi,4/24/2009,pregnant,0
Karachi,4/24/2009,rash,0
Karachi,4/24/2009,urinate,1
Karachi,4/24/2009,vaginal,0
Karachi,4/24/2009,vision,0
Karachi,4/24/2009,vomiting,6
Karachi,4/24/2009,Heart Problems,1
Karachi,4/24/2009,Vocal Problems,0
Karachi,4/24/2009,others,34
Karachi,4/25/2009,abdominal pain,3
Karachi,4/25/2009,abscess,0
Karachi,4/25/2009,injury,4
Karachi,4/25/2009,bleeding,0
Karachi,4/25/2009,body pain,18
Karachi,4/25/2009,breathing,0
Karachi,4/25/2009,chest,0
Karachi,4/25/2009,cough,2
Karachi,4/25/2009,cramp,0
Karachi,4/25/2009,deficit,0
Karachi,4/25/2009,diabetic,0
Karachi,4/25/2009,diarrhea,0
Karachi,4/25/2009,dizziness,0
Karachi,4/25/2009,fatigue,0
Karachi,4/25/2009,fever,4
Karachi,4/25/2009,headache,1
Karachi,4/25/2009,infections,0
Karachi,4/25/2009,laceration,0
Karachi,4/25/2009,migraine,0
Karachi,4/25/2009,pregnant,0
Karachi,4/25/2009,rash,0
Karachi,4/25/2009,urinate,1
Karachi,4/25/2009,vaginal,0
Karachi,4/25/2009,vision,1
Karachi,4/25/2009,vomiting,2
Karachi,4/25/2009,Heart Problems,0
Karachi,4/25/2009,Vocal Problems,0
Karachi,4/25/2009,others,32
Karachi,4/26/2009,abdominal pain,5
Karachi,4/26/2009,abscess,0
Karachi,4/26/2009,injury,3
Karachi,4/26/2009,bleeding,2
Karachi,4/26/2009,body pain,13
Karachi,4/26/2009,breathing,2
Karachi,4/26/2009,chest,0
Karachi,4/26/2009,cough,1
Karachi,4/26/2009,cramp,0
Karachi,4/26/2009,deficit,0
Karachi,4/26/2009,diabetic,0
Karachi,4/26/2009,diarrhea,0
Karachi,4/26/2009,dizziness,0
Karachi,4/26/2009,fatigue,0
Karachi,4/26/2009,fever,4
Karachi,4/26/2009,headache,0
Karachi,4/26/2009,infections,0
Karachi,4/26/2009,laceration,0
Karachi,4/26/2009,migraine,0
Karachi,4/26/2009,pregnant,0
Karachi,4/26/2009,rash,0
Karachi,4/26/2009,urinate,0
Karachi,4/26/2009,vaginal,0
Karachi,4/26/2009,vision,0
Karachi,4/26/2009,vomiting,4
Karachi,4/26/2009,Heart Problems,0
Karachi,4/26/2009,Vocal Problems,0
Karachi,4/26/2009,others,38
Karachi,4/27/2009,abdominal pain,3
Karachi,4/27/2009,abscess,0
Karachi,4/27/2009,injury,9
Karachi,4/27/2009,bleeding,3
Karachi,4/27/2009,body pain,16
Karachi,4/27/2009,breathing,1
Karachi,4/27/2009,chest,0
Karachi,4/27/2009,cough,4
Karachi,4/27/2009,cramp,0
Karachi,4/27/2009,deficit,0
Karachi,4/27/2009,diabetic,0
Karachi,4/27/2009,diarrhea,0
Karachi,4/27/2009,dizziness,0
Karachi,4/27/2009,fatigue,0
Karachi,4/27/2009,fever,4
Karachi,4/27/2009,headache,1
Karachi,4/27/2009,infections,0
Karachi,4/27/2009,laceration,0
Karachi,4/27/2009,migraine,1
Karachi,4/27/2009,pregnant,1
Karachi,4/27/2009,rash,0
Karachi,4/27/2009,urinate,2
Karachi,4/27/2009,vaginal,0
Karachi,4/27/2009,vision,0
Karachi,4/27/2009,vomiting,2
Karachi,4/27/2009,Heart Problems,1
Karachi,4/27/2009,Vocal Problems,0
Karachi,4/27/2009,others,36
Karachi,4/28/2009,abdominal pain,1
Karachi,4/28/2009,abscess,0
Karachi,4/28/2009,injury,11
Karachi,4/28/2009,bleeding,2
Karachi,4/28/2009,body pain,15
Karachi,4/28/2009,breathing,0
Karachi,4/28/2009,chest,0
Karachi,4/28/2009,cough,0
Karachi,4/28/2009,cramp,0
Karachi,4/28/2009,deficit,0
Karachi,4/28/2009,diabetic,0
Karachi,4/28/2009,diarrhea,0
Karachi,4/28/2009,dizziness,0
Karachi,4/28/2009,fatigue,0
Karachi,4/28/2009,fever,6
Karachi,4/28/2009,headache,3
Karachi,4/28/2009,infections,0
Karachi,4/28/2009,laceration,0
Karachi,4/28/2009,migraine,0
Karachi,4/28/2009,pregnant,0
Karachi,4/28/2009,rash,0
Karachi,4/28/2009,urinate,0
Karachi,4/28/2009,vaginal,0
Karachi,4/28/2009,vision,0
Karachi,4/28/2009,vomiting,5
Karachi,4/28/2009,Heart Problems,3
Karachi,4/28/2009,Vocal Problems,0
Karachi,4/28/2009,others,29
Karachi,4/29/2009,abdominal pain,4
Karachi,4/29/2009,abscess,0
Karachi,4/29/2009,injury,8
Karachi,4/29/2009,bleeding,1
Karachi,4/29/2009,body pain,12
Karachi,4/29/2009,breathing,0
Karachi,4/29/2009,chest,0
Karachi,4/29/2009,cough,7
Karachi,4/29/2009,cramp,0
Karachi,4/29/2009,deficit,0
Karachi,4/29/2009,diabetic,0
Karachi,4/29/2009,diarrhea,0
Karachi,4/29/2009,dizziness,0
Karachi,4/29/2009,fatigue,0
Karachi,4/29/2009,fever,11
Karachi,4/29/2009,headache,2
Karachi,4/29/2009,infections,0
Karachi,4/29/2009,laceration,0
Karachi,4/29/2009,migraine,0
Karachi,4/29/2009,pregnant,0
Karachi,4/29/2009,rash,0
Karachi,4/29/2009,urinate,1
Karachi,4/29/2009,vaginal,0
Karachi,4/29/2009,vision,0
Karachi,4/29/2009,vomiting,7
Karachi,4/29/2009,Heart Problems,1
Karachi,4/29/2009,Vocal Problems,0
Karachi,4/29/2009,others,27
Karachi,4/30/2009,abdominal pain,2
Karachi,4/30/2009,abscess,0
Karachi,4/30/2009,injury,1
Karachi,4/30/2009,bleeding,1
Karachi,4/30/2009,body pain,13
Karachi,4/30/2009,breathing,0
Karachi,4/30/2009,chest,0
Karachi,4/30/2009,cough,22
Karachi,4/30/2009,cramp,0
Karachi,4/30/2009,deficit,0
Karachi,4/30/2009,diabetic,0
Karachi,4/30/2009,diarrhea,0
Karachi,4/30/2009,dizziness,1
Karachi,4/30/2009,fatigue,0
Karachi,4/30/2009,fever,25
Karachi,4/30/2009,headache,3
Karachi,4/30/2009,infections,0
Karachi,4/30/2009,laceration,1
Karachi,4/30/2009,migraine,0
Karachi,4/30/2009,pregnant,0
Karachi,4/30/2009,rash,0
Karachi,4/30/2009,urinate,0
Karachi,4/30/2009,vaginal,0
Karachi,4/30/2009,vision,1
Karachi,4/30/2009,vomiting,5
Karachi,4/30/2009,Heart Problems,0
Karachi,4/30/2009,Vocal Problems,0
Karachi,4/30/2009,others,39
Karachi,5/1/2009,abdominal pain,6
Karachi,5/1/2009,abscess,0
Karachi,5/1/2009,injury,6
Karachi,5/1/2009,bleeding,2
Karachi,5/1/2009,body pain,25
Karachi,5/1/2009,breathing,0
Karachi,5/1/2009,chest,0
Karachi,5/1/2009,cough,5
Karachi,5/1/2009,cramp,0
Karachi,5/1/2009,deficit,0
Karachi,5/1/2009,diabetic,0
Karachi,5/1/2009,diarrhea,0
Karachi,5/1/2009,dizziness,0
Karachi,5/1/2009,fatigue,0
Karachi,5/1/2009,fever,4
Karachi,5/1/2009,headache,2
Karachi,5/1/2009,infections,0
Karachi,5/1/2009,laceration,1
Karachi,5/1/2009,migraine,0
Karachi,5/1/2009,pregnant,0
Karachi,5/1/2009,rash,0
Karachi,5/1/2009,urinate,0
Karachi,5/1/2009,vaginal,0
Karachi,5/1/2009,vision,1
Karachi,5/1/2009,vomiting,5
Karachi,5/1/2009,Heart Problems,2
Karachi,5/1/2009,Vocal Problems,0
Karachi,5/1/2009,others,36
Karachi,5/2/2009,abdominal pain,22
Karachi,5/2/2009,abscess,0
Karachi,5/2/2009,injury,11
Karachi,5/2/2009,bleeding,4
Karachi,5/2/2009,body pain,28
Karachi,5/2/2009,breathing,0
Karachi,5/2/2009,chest,0
Karachi,5/2/2009,cough,4
Karachi,5/2/2009,cramp,0
Karachi,5/2/2009,deficit,0
Karachi,5/2/2009,diabetic,0
Karachi,5/2/2009,diarrhea,0
Karachi,5/2/2009,dizziness,1
Karachi,5/2/2009,fatigue,0
Karachi,5/2/2009,fever,11
Karachi,5/2/2009,headache,4
Karachi,5/2/2009,infections,0
Karachi,5/2/2009,laceration,2
Karachi,5/2/2009,migraine,0
Karachi,5/2/2009,pregnant,0
Karachi,5/2/2009,rash,0
Karachi,5/2/2009,urinate,4
Karachi,5/2/2009,vaginal,0
Karachi,5/2/2009,vision,1
Karachi,5/2/2009,vomiting,23
Karachi,5/2/2009,Heart Problems,2
Karachi,5/2/2009,Vocal Problems,1
Karachi,5/2/2009,others,44
Karachi,5/3/2009,abdominal pain,34
Karachi,5/3/2009,abscess,0
Karachi,5/3/2009,injury,7
Karachi,5/3/2009,bleeding,9
Karachi,5/3/2009,body pain,44
Karachi,5/3/2009,breathing,0
Karachi,5/3/2009,chest,0
Karachi,5/3/2009,cough,0
Karachi,5/3/2009,cramp,0
Karachi,5/3/2009,deficit,0
Karachi,5/3/2009,diabetic,0
Karachi,5/3/2009,diarrhea,0
Karachi,5/3/2009,dizziness,0
Karachi,5/3/2009,fatigue,0
Karachi,5/3/2009,fever,20
Karachi,5/3/2009,headache,5
Karachi,5/3/2009,infections,0
Karachi,5/3/2009,laceration,1
Karachi,5/3/2009,migraine,0
Karachi,5/3/2009,pregnant,1
Karachi,5/3/2009,rash,0
Karachi,5/3/2009,urinate,0
Karachi,5/3/2009,vaginal,0
Karachi,5/3/2009,vision,0
Karachi,5/3/2009,vomiting,42
Karachi,5/3/2009,Heart Problems,0
Karachi,5/3/2009,Vocal Problems,0
Karachi,5/3/2009,others,32
Karachi,5/4/2009,abdominal pain,60
Karachi,5/4/2009,abscess,0
Karachi,5/4/2009,injury,9
Karachi,5/4/2009,bleeding,21
Karachi,5/4/2009,body pain,78
Karachi,5/4/2009,breathing,0
Karachi,5/4/2009,chest,0
Karachi,5/4/2009,cough,2
Karachi,5/4/2009,cramp,0
Karachi,5/4/2009,deficit,0
Karachi,5/4/2009,diabetic,0
Karachi,5/4/2009,diarrhea,0
Karachi,5/4/2009,dizziness,0
Karachi,5/4/2009,fatigue,0
Karachi,5/4/2009,fever,36
Karachi,5/4/2009,headache,3
Karachi,5/4/2009,infections,0
Karachi,5/4/2009,laceration,0
Karachi,5/4/2009,migraine,0
Karachi,5/4/2009,pregnant,0
Karachi,5/4/2009,rash,0
Karachi,5/4/2009,urinate,0
Karachi,5/4/2009,vaginal,1
Karachi,5/4/2009,vision,0
Karachi,5/4/2009,vomiting,102
Karachi,5/4/2009,Heart Problems,1
Karachi,5/4/2009,Vocal Problems,0
Karachi,5/4/2009,others,79
Karachi,5/5/2009,abdominal pain,123
Karachi,5/5/2009,abscess,1
Karachi,5/5/2009,injury,9
Karachi,5/5/2009,bleeding,26
Karachi,5/5/2009,body pain,121
Karachi,5/5/2009,breathing,0
Karachi,5/5/2009,chest,0
Karachi,5/5/2009,cough,2
Karachi,5/5/2009,cramp,0
Karachi,5/5/2009,deficit,0
Karachi,5/5/2009,diabetic,0
Karachi,5/5/2009,diarrhea,0
Karachi,5/5/2009,dizziness,0
Karachi,5/5/2009,fatigue,0
Karachi,5/5/2009,fever,47
Karachi,5/5/2009,headache,4
Karachi,5/5/2009,infections,0
Karachi,5/5/2009,laceration,1
Karachi,5/5/2009,migraine,0
Karachi,5/5/2009,pregnant,0
Karachi,5/5/2009,rash,0
Karachi,5/5/2009,urinate,1
Karachi,5/5/2009,vaginal,0
Karachi,5/5/2009,vision,1
Karachi,5/5/2009,vomiting,143
Karachi,5/5/2009,Heart Problems,2
Karachi,5/5/2009,Vocal Problems,0
Karachi,5/5/2009,others,99
Karachi,5/6/2009,abdominal pain,355
Karachi,5/6/2009,abscess,0
Karachi,5/6/2009,injury,38
Karachi,5/6/2009,bleeding,72
Karachi,5/6/2009,body pain,384
Karachi,5/6/2009,breathing,0
Karachi,5/6/2009,chest,0
Karachi,5/6/2009,cough,3
Karachi,5/6/2009,cramp,0
Karachi,5/6/2009,deficit,0
Karachi,5/6/2009,diabetic,0
Karachi,5/6/2009,diarrhea,0
Karachi,5/6/2009,dizziness,1
Karachi,5/6/2009,fatigue,0
Karachi,5/6/2009,fever,144
Karachi,5/6/2009,headache,9
Karachi,5/6/2009,infections,0
Karachi,5/6/2009,laceration,0
Karachi,5/6/2009,migraine,0
Karachi,5/6/2009,pregnant,1
Karachi,5/6/2009,rash,0
Karachi,5/6/2009,urinate,2
Karachi,5/6/2009,vaginal,2
Karachi,5/6/2009,vision,0
Karachi,5/6/2009,vomiting,468
Karachi,5/6/2009,Heart Problems,0
Karachi,5/6/2009,Vocal Problems,0
Karachi,5/6/2009,others,291
Karachi,5/7/2009,abdominal pain,414
Karachi,5/7/2009,abscess,0
Karachi,5/7/2009,injury,32
Karachi,5/7/2009,bleeding,108
Karachi,5/7/2009,body pain,449
Karachi,5/7/2009,breathing,0
Karachi,5/7/2009,chest,0
Karachi,5/7/2009,cough,3
Karachi,5/7/2009,cramp,0
Karachi,5/7/2009,deficit,0
Karachi,5/7/2009,diabetic,0
Karachi,5/7/2009,diarrhea,0
Karachi,5/7/2009,dizziness,1
Karachi,5/7/2009,fatigue,0
Karachi,5/7/2009,fever,187
Karachi,5/7/2009,headache,20
Karachi,5/7/2009,infections,0
Karachi,5/7/2009,laceration,0
Karachi,5/7/2009,migraine,0
Karachi,5/7/2009,pregnant,1
Karachi,5/7/2009,rash,0
Karachi,5/7/2009,urinate,0
Karachi,5/7/2009,vaginal,0
Karachi,5/7/2009,vision,0
Karachi,5/7/2009,vomiting,566
Karachi,5/7/2009,Heart Problems,0
Karachi,5/7/2009,Vocal Problems,1
Karachi,5/7/2009,others,324
Karachi,5/8/2009,abdominal pain,491
Karachi,5/8/2009,abscess,0
Karachi,5/8/2009,injury,40
Karachi,5/8/2009,bleeding,126
Karachi,5/8/2009,body pain,509
Karachi,5/8/2009,breathing,0
Karachi,5/8/2009,chest,0
Karachi,5/8/2009,cough,2
Karachi,5/8/2009,cramp,0
Karachi,5/8/2009,deficit,0
Karachi,5/8/2009,diabetic,0
Karachi,5/8/2009,diarrhea,0
Karachi,5/8/2009,dizziness,1
Karachi,5/8/2009,fatigue,0
Karachi,5/8/2009,fever,228
Karachi,5/8/2009,headache,18
Karachi,5/8/2009,infections,0
Karachi,5/8/2009,laceration,3
Karachi,5/8/2009,migraine,0
Karachi,5/8/2009,pregnant,1
Karachi,5/8/2009,rash,0
Karachi,5/8/2009,urinate,1
Karachi,5/8/2009,vaginal,0
Karachi,5/8/2009,vision,0
Karachi,5/8/2009,vomiting,691
Karachi,5/8/2009,Heart Problems,2
Karachi,5/8/2009,Vocal Problems,0
Karachi,5/8/2009,others,383
Karachi,5/9/2009,abdominal pain,653
Karachi,5/9/2009,abscess,0
Karachi,5/9/2009,injury,50
Karachi,5/9/2009,bleeding,153
Karachi,5/9/2009,body pain,666
