COUNTRY,DATE,SYMPTOM,HOSPITALIZED
Colombia,5/23/2009,pregnant,12
Colombia,5/23/2009,rash,0
Colombia,5/23/2009,urinate,195
Colombia,5/23/2009,vaginal,15
Colombia,5/23/2009,vision,127
Colombia,5/23/2009,vomiting,2847
Colombia,5/23/2009,Heart Problems,139
Colombia,5/23/2009,Vocal Problems,18
Colombia,5/23/2009,others,7670
Colombia,5/24/2009,abdominal pain,1696
Colombia,5/24/2009,abscess,14
Colombia,5/24/2009,injury,540
Colombia,5/24/2009,bleeding,551
Colombia,5/24/2009,body pain,2808
Colombia,5/24/2009,breathing,28
Colombia,5/24/2009,chest,0
Colombia,5/24/2009,cough,168
Colombia,5/24/2009,cramp,0
Colombia,5/24/2009,deficit,0
Colombia,5/24/2009,diabetic,0
Colombia,5/24/2009,diarrhea,0
Colombia,5/24/2009,dizziness,50
Colombia,5/24/2009,fatigue,0
Colombia,5/24/2009,fever,1192
Colombia,5/24/2009,headache,202
Colombia,5/24/2009,infections,0
Colombia,5/24/2009,laceration,67
Colombia,5/24/2009,migraine,6
Colombia,5/24/2009,pregnant,5
Colombia,5/24/2009,rash,0
Colombia,5/24/2009,urinate,91
Colombia,5/24/2009,vaginal,9
Colombia,5/24/2009,vision,55
Colombia,5/24/2009,vomiting,2269
Colombia,5/24/2009,Heart Problems,51
Colombia,5/24/2009,Vocal Problems,9
Colombia,5/24/2009,others,4016
Colombia,5/25/2009,abdominal pain,1735
Colombia,5/25/2009,abscess,23
Colombia,5/25/2009,injury,694
Colombia,5/25/2009,bleeding,510
Colombia,5/25/2009,body pain,3265
Colombia,5/25/2009,breathing,25
Colombia,5/25/2009,chest,0
Colombia,5/25/2009,cough,259
Colombia,5/25/2009,cramp,0
Colombia,5/25/2009,deficit,0
Colombia,5/25/2009,diabetic,0
Colombia,5/25/2009,diarrhea,0
Colombia,5/25/2009,dizziness,73
Colombia,5/25/2009,fatigue,0
Colombia,5/25/2009,fever,1165
Colombia,5/25/2009,headache,239
Colombia,5/25/2009,infections,0
Colombia,5/25/2009,laceration,128
Colombia,5/25/2009,migraine,16
Colombia,5/25/2009,pregnant,6
Colombia,5/25/2009,rash,0
Colombia,5/25/2009,urinate,115
Colombia,5/25/2009,vaginal,5
Colombia,5/25/2009,vision,79
Colombia,5/25/2009,vomiting,2214
Colombia,5/25/2009,Heart Problems,87
Colombia,5/25/2009,Vocal Problems,13
Colombia,5/25/2009,others,5041
Colombia,5/26/2009,abdominal pain,1435
Colombia,5/26/2009,abscess,14
Colombia,5/26/2009,injury,614
Colombia,5/26/2009,bleeding,507
Colombia,5/26/2009,body pain,2802
Colombia,5/26/2009,breathing,31
Colombia,5/26/2009,chest,0
Colombia,5/26/2009,cough,220
Colombia,5/26/2009,cramp,0
Colombia,5/26/2009,deficit,0
Colombia,5/26/2009,diabetic,0
Colombia,5/26/2009,diarrhea,0
Colombia,5/26/2009,dizziness,64
Colombia,5/26/2009,fatigue,0
Colombia,5/26/2009,fever,1051
Colombia,5/26/2009,headache,216
Colombia,5/26/2009,infections,0
Colombia,5/26/2009,laceration,86
Colombia,5/26/2009,migraine,5
Colombia,5/26/2009,pregnant,4
Colombia,5/26/2009,rash,0
Colombia,5/26/2009,urinate,92
Colombia,5/26/2009,vaginal,7
Colombia,5/26/2009,vision,59
Colombia,5/26/2009,vomiting,1982
Colombia,5/26/2009,Heart Problems,74
Colombia,5/26/2009,Vocal Problems,7
Colombia,5/26/2009,others,4427
Colombia,5/27/2009,abdominal pain,1307
Colombia,5/27/2009,abscess,6
Colombia,5/27/2009,injury,443
Colombia,5/27/2009,bleeding,421
Colombia,5/27/2009,body pain,2316
Colombia,5/27/2009,breathing,22
Colombia,5/27/2009,chest,0
Colombia,5/27/2009,cough,166
Colombia,5/27/2009,cramp,0
Colombia,5/27/2009,deficit,0
Colombia,5/27/2009,diabetic,0
Colombia,5/27/2009,diarrhea,0
Colombia,5/27/2009,dizziness,53
Colombia,5/27/2009,fatigue,0
Colombia,5/27/2009,fever,854
Colombia,5/27/2009,headache,168
Colombia,5/27/2009,infections,0
Colombia,5/27/2009,laceration,64
Colombia,5/27/2009,migraine,7
Colombia,5/27/2009,pregnant,7
Colombia,5/27/2009,rash,0
Colombia,5/27/2009,urinate,79
Colombia,5/27/2009,vaginal,9
Colombia,5/27/2009,vision,39
Colombia,5/27/2009,vomiting,1722
Colombia,5/27/2009,Heart Problems,45
Colombia,5/27/2009,Vocal Problems,6
Colombia,5/27/2009,others,3360
Colombia,5/28/2009,abdominal pain,1423
Colombia,5/28/2009,abscess,21
Colombia,5/28/2009,injury,909
Colombia,5/28/2009,bleeding,515
Colombia,5/28/2009,body pain,3768
Colombia,5/28/2009,breathing,34
Colombia,5/28/2009,chest,0
Colombia,5/28/2009,cough,380
Colombia,5/28/2009,cramp,0
Colombia,5/28/2009,deficit,0
Colombia,5/28/2009,diabetic,0
Colombia,5/28/2009,diarrhea,0
Colombia,5/28/2009,dizziness,124
Colombia,5/28/2009,fatigue,0
Colombia,5/28/2009,fever,1290
Colombia,5/28/2009,headache,320
Colombia,5/28/2009,infections,0
Colombia,5/28/2009,laceration,167
Colombia,5/28/2009,migraine,18
Colombia,5/28/2009,pregnant,10
Colombia,5/28/2009,rash,0
Colombia,5/28/2009,urinate,176
Colombia,5/28/2009,vaginal,11
Colombia,5/28/2009,vision,124
Colombia,5/28/2009,vomiting,1794
Colombia,5/28/2009,Heart Problems,109
Colombia,5/28/2009,Vocal Problems,24
Colombia,5/28/2009,others,6925
Colombia,5/29/2009,abdominal pain,1061
Colombia,5/29/2009,abscess,11
Colombia,5/29/2009,injury,523
Colombia,5/29/2009,bleeding,376
Colombia,5/29/2009,body pain,2376
Colombia,5/29/2009,breathing,20
Colombia,5/29/2009,chest,0
Colombia,5/29/2009,cough,216
Colombia,5/29/2009,cramp,0
Colombia,5/29/2009,deficit,0
Colombia,5/29/2009,diabetic,0
Colombia,5/29/2009,diarrhea,0
Colombia,5/29/2009,dizziness,47
Colombia,5/29/2009,fatigue,0
Colombia,5/29/2009,fever,863
Colombia,5/29/2009,headache,214
Colombia,5/29/2009,infections,0
Colombia,5/29/2009,laceration,70
Colombia,5/29/2009,migraine,17
Colombia,5/29/2009,pregnant,2
Colombia,5/29/2009,rash,0
Colombia,5/29/2009,urinate,103
Colombia,5/29/2009,vaginal,5
Colombia,5/29/2009,vision,67
Colombia,5/29/2009,vomiting,1384
Colombia,5/29/2009,Heart Problems,65
Colombia,5/29/2009,Vocal Problems,7
Colombia,5/29/2009,others,4059
Colombia,5/30/2009,abdominal pain,919
Colombia,5/30/2009,abscess,5
Colombia,5/30/2009,injury,495
Colombia,5/30/2009,bleeding,292
Colombia,5/30/2009,body pain,2036
Colombia,5/30/2009,breathing,23
Colombia,5/30/2009,chest,0
Colombia,5/30/2009,cough,167
Colombia,5/30/2009,cramp,0
Colombia,5/30/2009,deficit,0
Colombia,5/30/2009,diabetic,0
Colombia,5/30/2009,diarrhea,0
Colombia,5/30/2009,dizziness,65
Colombia,5/30/2009,fatigue,0
Colombia,5/30/2009,fever,742
Colombia,5/30/2009,headache,172
Colombia,5/30/2009,infections,0
Colombia,5/30/2009,laceration,63
Colombia,5/30/2009,migraine,7
Colombia,5/30/2009,pregnant,8
Colombia,5/30/2009,rash,0
Colombia,5/30/2009,urinate,94
Colombia,5/30/2009,vaginal,6
Colombia,5/30/2009,vision,64
Colombia,5/30/2009,vomiting,1193
Colombia,5/30/2009,Heart Problems,56
Colombia,5/30/2009,Vocal Problems,7
Colombia,5/30/2009,others,3335
Colombia,5/31/2009,abdominal pain,902
Colombia,5/31/2009,abscess,12
Colombia,5/31/2009,injury,642
Colombia,5/31/2009,bleeding,338
Colombia,5/31/2009,body pain,2449
Colombia,5/31/2009,breathing,21
Colombia,5/31/2009,chest,0
Colombia,5/31/2009,cough,235
Colombia,5/31/2009,cramp,0
Colombia,5/31/2009,deficit,0
Colombia,5/31/2009,diabetic,0
Colombia,5/31/2009,diarrhea,0
Colombia,5/31/2009,dizziness,85
Colombia,5/31/2009,fatigue,0
Colombia,5/31/2009,fever,880
Colombia,5/31/2009,headache,217
Colombia,5/31/2009,infections,0
Colombia,5/31/2009,laceration,113
Colombia,5/31/2009,migraine,11
Colombia,5/31/2009,pregnant,10
Colombia,5/31/2009,rash,0
Colombia,5/31/2009,urinate,99
Colombia,5/31/2009,vaginal,5
Colombia,5/31/2009,vision,75
Colombia,5/31/2009,vomiting,1187
Colombia,5/31/2009,Heart Problems,81
Colombia,5/31/2009,Vocal Problems,10
Colombia,5/31/2009,others,4418
Colombia,6/1/2009,abdominal pain,626
Colombia,6/1/2009,abscess,5
Colombia,6/1/2009,injury,307
Colombia,6/1/2009,bleeding,219
Colombia,6/1/2009,body pain,1386
Colombia,6/1/2009,breathing,15
Colombia,6/1/2009,chest,0
Colombia,6/1/2009,cough,127
Colombia,6/1/2009,cramp,0
Colombia,6/1/2009,deficit,0
Colombia,6/1/2009,diabetic,0
Colombia,6/1/2009,diarrhea,0
Colombia,6/1/2009,dizziness,39
Colombia,6/1/2009,fatigue,0
Colombia,6/1/2009,fever,515
Colombia,6/1/2009,headache,121
Colombia,6/1/2009,infections,0
Colombia,6/1/2009,laceration,47
Colombia,6/1/2009,migraine,5
Colombia,6/1/2009,pregnant,6
Colombia,6/1/2009,rash,0
Colombia,6/1/2009,urinate,62
Colombia,6/1/2009,vaginal,2
Colombia,6/1/2009,vision,50
Colombia,6/1/2009,vomiting,837
Colombia,6/1/2009,Heart Problems,26
Colombia,6/1/2009,Vocal Problems,3
Colombia,6/1/2009,others,2375
Colombia,6/2/2009,abdominal pain,739
Colombia,6/2/2009,abscess,14
Colombia,6/2/2009,injury,668
Colombia,6/2/2009,bleeding,295
Colombia,6/2/2009,body pain,2362
Colombia,6/2/2009,breathing,26
Colombia,6/2/2009,chest,0
Colombia,6/2/2009,cough,254
Colombia,6/2/2009,cramp,0
Colombia,6/2/2009,deficit,0
Colombia,6/2/2009,diabetic,0
Colombia,6/2/2009,diarrhea,0
Colombia,6/2/2009,dizziness,81
Colombia,6/2/2009,fatigue,0
Colombia,6/2/2009,fever,832
Colombia,6/2/2009,headache,223
Colombia,6/2/2009,infections,0
Colombia,6/2/2009,laceration,104
Colombia,6/2/2009,migraine,8
Colombia,6/2/2009,pregnant,7
Colombia,6/2/2009,rash,0
Colombia,6/2/2009,urinate,115
Colombia,6/2/2009,vaginal,8
Colombia,6/2/2009,vision,75
Colombia,6/2/2009,vomiting,1011
Colombia,6/2/2009,Heart Problems,69
Colombia,6/2/2009,Vocal Problems,11
Colombia,6/2/2009,others,4653
Colombia,6/3/2009,abdominal pain,542
Colombia,6/3/2009,abscess,9
Colombia,6/3/2009,injury,428
Colombia,6/3/2009,bleeding,210
Colombia,6/3/2009,body pain,1537
Colombia,6/3/2009,breathing,11
Colombia,6/3/2009,chest,0
Colombia,6/3/2009,cough,145
Colombia,6/3/2009,cramp,0
Colombia,6/3/2009,deficit,0
Colombia,6/3/2009,diabetic,0
Colombia,6/3/2009,diarrhea,0
Colombia,6/3/2009,dizziness,60
Colombia,6/3/2009,fatigue,0
Colombia,6/3/2009,fever,509
Colombia,6/3/2009,headache,146
Colombia,6/3/2009,infections,0
Colombia,6/3/2009,laceration,62
Colombia,6/3/2009,migraine,6
Colombia,6/3/2009,pregnant,8
Colombia,6/3/2009,rash,0
Colombia,6/3/2009,urinate,83
Colombia,6/3/2009,vaginal,3
Colombia,6/3/2009,vision,45
Colombia,6/3/2009,vomiting,706
Colombia,6/3/2009,Heart Problems,60
Colombia,6/3/2009,Vocal Problems,6
Colombia,6/3/2009,others,2848
Colombia,6/4/2009,abdominal pain,571
Colombia,6/4/2009,abscess,12
Colombia,6/4/2009,injury,583
Colombia,6/4/2009,bleeding,274
Colombia,6/4/2009,body pain,2003
Colombia,6/4/2009,breathing,38
Colombia,6/4/2009,chest,0
Colombia,6/4/2009,cough,240
Colombia,6/4/2009,cramp,0
Colombia,6/4/2009,deficit,0
Colombia,6/4/2009,diabetic,0
Colombia,6/4/2009,diarrhea,0
Colombia,6/4/2009,dizziness,72
Colombia,6/4/2009,fatigue,0
Colombia,6/4/2009,fever,699
Colombia,6/4/2009,headache,212
Colombia,6/4/2009,infections,0
Colombia,6/4/2009,laceration,108
Colombia,6/4/2009,migraine,5
Colombia,6/4/2009,pregnant,5
Colombia,6/4/2009,rash,0
Colombia,6/4/2009,urinate,118
Colombia,6/4/2009,vaginal,3
Colombia,6/4/2009,vision,75
Colombia,6/4/2009,vomiting,799
Colombia,6/4/2009,Heart Problems,78
Colombia,6/4/2009,Vocal Problems,18
Colombia,6/4/2009,others,4177
Colombia,6/5/2009,abdominal pain,661
Colombia,6/5/2009,abscess,21
Colombia,6/5/2009,injury,887
Colombia,6/5/2009,bleeding,355
Colombia,6/5/2009,body pain,2851
Colombia,6/5/2009,breathing,30
Colombia,6/5/2009,chest,0
Colombia,6/5/2009,cough,364
Colombia,6/5/2009,cramp,0
Colombia,6/5/2009,deficit,0
Colombia,6/5/2009,diabetic,0
Colombia,6/5/2009,diarrhea,0
Colombia,6/5/2009,dizziness,105
Colombia,6/5/2009,fatigue,0
Colombia,6/5/2009,fever,986
Colombia,6/5/2009,headache,296
Colombia,6/5/2009,infections,0
Colombia,6/5/2009,laceration,151
Colombia,6/5/2009,migraine,25
Colombia,6/5/2009,pregnant,10
Colombia,6/5/2009,rash,0
Colombia,6/5/2009,urinate,166
Colombia,6/5/2009,vaginal,5
Colombia,6/5/2009,vision,99
Colombia,6/5/2009,vomiting,949
Colombia,6/5/2009,Heart Problems,114
Colombia,6/5/2009,Vocal Problems,21
Colombia,6/5/2009,others,6134
Colombia,6/6/2009,abdominal pain,476
Colombia,6/6/2009,abscess,9
Colombia,6/6/2009,injury,581
Colombia,6/6/2009,bleeding,224
Colombia,6/6/2009,body pain,2016
Colombia,6/6/2009,breathing,23
Colombia,6/6/2009,chest,0
Colombia,6/6/2009,cough,241
Colombia,6/6/2009,cramp,0
Colombia,6/6/2009,deficit,0
Colombia,6/6/2009,diabetic,0
Colombia,6/6/2009,diarrhea,0
Colombia,6/6/2009,dizziness,71
Colombia,6/6/2009,fatigue,0
Colombia,6/6/2009,fever,668
Colombia,6/6/2009,headache,209
Colombia,6/6/2009,infections,0
Colombia,6/6/2009,laceration,109
Colombia,6/6/2009,migraine,16
Colombia,6/6/2009,pregnant,7
Colombia,6/6/2009,rash,0
Colombia,6/6/2009,urinate,97
Colombia,6/6/2009,vaginal,2
Colombia,6/6/2009,vision,82
Colombia,6/6/2009,vomiting,637
Colombia,6/6/2009,Heart Problems,89
Colombia,6/6/2009,Vocal Problems,16
Colombia,6/6/2009,others,4123
Colombia,6/7/2009,abdominal pain,427
Colombia,6/7/2009,abscess,11
Colombia,6/7/2009,injury,511
Colombia,6/7/2009,bleeding,223
Colombia,6/7/2009,body pain,1707
Colombia,6/7/2009,breathing,21
Colombia,6/7/2009,chest,0
Colombia,6/7/2009,cough,209
Colombia,6/7/2009,cramp,0
Colombia,6/7/2009,deficit,0
Colombia,6/7/2009,diabetic,0
Colombia,6/7/2009,diarrhea,0
Colombia,6/7/2009,dizziness,55
Colombia,6/7/2009,fatigue,0
Colombia,6/7/2009,fever,570
Colombia,6/7/2009,headache,189
Colombia,6/7/2009,infections,0
Colombia,6/7/2009,laceration,82
Colombia,6/7/2009,migraine,13
Colombia,6/7/2009,pregnant,4
Colombia,6/7/2009,rash,0
Colombia,6/7/2009,urinate,78
Colombia,6/7/2009,vaginal,3
Colombia,6/7/2009,vision,70
Colombia,6/7/2009,vomiting,583
Colombia,6/7/2009,Heart Problems,52
Colombia,6/7/2009,Vocal Problems,9
Colombia,6/7/2009,others,3428
Colombia,6/8/2009,abdominal pain,506
Colombia,6/8/2009,abscess,24
Colombia,6/8/2009,injury,824
Colombia,6/8/2009,bleeding,284
Colombia,6/8/2009,body pain,2557
Colombia,6/8/2009,breathing,40
Colombia,6/8/2009,chest,0
Colombia,6/8/2009,cough,297
Colombia,6/8/2009,cramp,0
Colombia,6/8/2009,deficit,0
Colombia,6/8/2009,diabetic,0
Colombia,6/8/2009,diarrhea,0
Colombia,6/8/2009,dizziness,100
Colombia,6/8/2009,fatigue,0
Colombia,6/8/2009,fever,840
Colombia,6/8/2009,headache,268
Colombia,6/8/2009,infections,0
Colombia,6/8/2009,laceration,147
Colombia,6/8/2009,migraine,19
Colombia,6/8/2009,pregnant,14
Colombia,6/8/2009,rash,0
Colombia,6/8/2009,urinate,138
Colombia,6/8/2009,vaginal,11
Colombia,6/8/2009,vision,96
Colombia,6/8/2009,vomiting,665
Colombia,6/8/2009,Heart Problems,104
Colombia,6/8/2009,Vocal Problems,12
Colombia,6/8/2009,others,5423
Colombia,6/9/2009,abdominal pain,408
Colombia,6/9/2009,abscess,15
Colombia,6/9/2009,injury,558
Colombia,6/9/2009,bleeding,213
Colombia,6/9/2009,body pain,1783
Colombia,6/9/2009,breathing,21
Colombia,6/9/2009,chest,0
Colombia,6/9/2009,cough,197
Colombia,6/9/2009,cramp,0
Colombia,6/9/2009,deficit,0
Colombia,6/9/2009,diabetic,0
Colombia,6/9/2009,diarrhea,0
Colombia,6/9/2009,dizziness,65
Colombia,6/9/2009,fatigue,0
Colombia,6/9/2009,fever,609
Colombia,6/9/2009,headache,178
Colombia,6/9/2009,infections,0
Colombia,6/9/2009,laceration,100
Colombia,6/9/2009,migraine,22
Colombia,6/9/2009,pregnant,5
Colombia,6/9/2009,rash,0
Colombia,6/9/2009,urinate,87
Colombia,6/9/2009,vaginal,2
Colombia,6/9/2009,vision,66
Colombia,6/9/2009,vomiting,522
Colombia,6/9/2009,Heart Problems,71
Colombia,6/9/2009,Vocal Problems,23
Colombia,6/9/2009,others,3710
Colombia,6/10/2009,abdominal pain,561
Colombia,6/10/2009,abscess,22
Colombia,6/10/2009,injury,905
Colombia,6/10/2009,bleeding,332
Colombia,6/10/2009,body pain,2827
Colombia,6/10/2009,breathing,45
Colombia,6/10/2009,chest,0
Colombia,6/10/2009,cough,357
Colombia,6/10/2009,cramp,0
Colombia,6/10/2009,deficit,0
Colombia,6/10/2009,diabetic,0
Colombia,6/10/2009,diarrhea,0
Colombia,6/10/2009,dizziness,101
Colombia,6/10/2009,fatigue,0
Colombia,6/10/2009,fever,1007
Colombia,6/10/2009,headache,285
Colombia,6/10/2009,infections,0
Colombia,6/10/2009,laceration,146
Colombia,6/10/2009,migraine,15
Colombia,6/10/2009,pregnant,7
Colombia,6/10/2009,rash,0
Colombia,6/10/2009,urinate,172
Colombia,6/10/2009,vaginal,4
Colombia,6/10/2009,vision,117
Colombia,6/10/2009,vomiting,743
Colombia,6/10/2009,Heart Problems,115
Colombia,6/10/2009,Vocal Problems,15
Colombia,6/10/2009,others,6359
Colombia,6/11/2009,abdominal pain,148
Colombia,6/11/2009,abscess,7
Colombia,6/11/2009,injury,175
Colombia,6/11/2009,bleeding,72
Colombia,6/11/2009,body pain,609
Colombia,6/11/2009,breathing,8
Colombia,6/11/2009,chest,0
Colombia,6/11/2009,cough,61
Colombia,6/11/2009,cramp,0
Colombia,6/11/2009,deficit,0
Colombia,6/11/2009,diabetic,0
Colombia,6/11/2009,diarrhea,0
Colombia,6/11/2009,dizziness,25
Colombia,6/11/2009,fatigue,0
Colombia,6/11/2009,fever,188
Colombia,6/11/2009,headache,68
Colombia,6/11/2009,infections,0
Colombia,6/11/2009,laceration,36
Colombia,6/11/2009,migraine,1
Colombia,6/11/2009,pregnant,0
Colombia,6/11/2009,rash,0
Colombia,6/11/2009,urinate,40
Colombia,6/11/2009,vaginal,0
Colombia,6/11/2009,vision,11
Colombia,6/11/2009,vomiting,227
Colombia,6/11/2009,Heart Problems,26
Colombia,6/11/2009,Vocal Problems,3
Colombia,6/11/2009,others,1290
Colombia,6/12/2009,abdominal pain,393
Colombia,6/12/2009,abscess,20
Colombia,6/12/2009,injury,642
Colombia,6/12/2009,bleeding,213
Colombia,6/12/2009,body pain,1996
Colombia,6/12/2009,breathing,38
Colombia,6/12/2009,chest,0
Colombia,6/12/2009,cough,262
Colombia,6/12/2009,cramp,0
Colombia,6/12/2009,deficit,0
Colombia,6/12/2009,diabetic,0
Colombia,6/12/2009,diarrhea,0
Colombia,6/12/2009,dizziness,99
Colombia,6/12/2009,fatigue,0
Colombia,6/12/2009,fever,692
Colombia,6/12/2009,headache,189
Colombia,6/12/2009,infections,0
Colombia,6/12/2009,laceration,104
Colombia,6/12/2009,migraine,16
Colombia,6/12/2009,pregnant,5
Colombia,6/12/2009,rash,0
Colombia,6/12/2009,urinate,121
Colombia,6/12/2009,vaginal,3
Colombia,6/12/2009,vision,82
Colombia,6/12/2009,vomiting,510
Colombia,6/12/2009,Heart Problems,92
Colombia,6/12/2009,Vocal Problems,5
Colombia,6/12/2009,others,4257
Colombia,6/13/2009,abdominal pain,439
Colombia,6/13/2009,abscess,15
Colombia,6/13/2009,injury,804
Colombia,6/13/2009,bleeding,278
Colombia,6/13/2009,body pain,2492
Colombia,6/13/2009,breathing,35
Colombia,6/13/2009,chest,0
Colombia,6/13/2009,cough,271
Colombia,6/13/2009,cramp,0
Colombia,6/13/2009,deficit,0
Colombia,6/13/2009,diabetic,0
Colombia,6/13/2009,diarrhea,0
Colombia,6/13/2009,dizziness,96
Colombia,6/13/2009,fatigue,0
Colombia,6/13/2009,fever,801
Colombia,6/13/2009,headache,256
Colombia,6/13/2009,infections,0
Colombia,6/13/2009,laceration,141
Colombia,6/13/2009,migraine,13
Colombia,6/13/2009,pregnant,12
Colombia,6/13/2009,rash,0
Colombia,6/13/2009,urinate,131
Colombia,6/13/2009,vaginal,9
Colombia,6/13/2009,vision,104
Colombia,6/13/2009,vomiting,614
Colombia,6/13/2009,Heart Problems,104
Colombia,6/13/2009,Vocal Problems,15
Colombia,6/13/2009,others,5373
Colombia,6/14/2009,abdominal pain,472
Colombia,6/14/2009,abscess,12
Colombia,6/14/2009,injury,785
Colombia,6/14/2009,bleeding,291
Colombia,6/14/2009,body pain,2340
Colombia,6/14/2009,breathing,36
Colombia,6/14/2009,chest,0
Colombia,6/14/2009,cough,309
Colombia,6/14/2009,cramp,0
Colombia,6/14/2009,deficit,0
Colombia,6/14/2009,diabetic,0
Colombia,6/14/2009,diarrhea,0
Colombia,6/14/2009,dizziness,109
Colombia,6/14/2009,fatigue,0
Colombia,6/14/2009,fever,833
Colombia,6/14/2009,headache,265
Colombia,6/14/2009,infections,0
Colombia,6/14/2009,laceration,127
Colombia,6/14/2009,migraine,13
Colombia,6/14/2009,pregnant,6
Colombia,6/14/2009,rash,0
Colombia,6/14/2009,urinate,137
Colombia,6/14/2009,vaginal,6
Colombia,6/14/2009,vision,95
Colombia,6/14/2009,vomiting,577
Colombia,6/14/2009,Heart Problems,93
Colombia,6/14/2009,Vocal Problems,15
Colombia,6/14/2009,others,5163
Colombia,6/15/2009,abdominal pain,356
Colombia,6/15/2009,abscess,17
Colombia,6/15/2009,injury,633
Colombia,6/15/2009,bleeding,237
Colombia,6/15/2009,body pain,1915
Colombia,6/15/2009,breathing,29
Colombia,6/15/2009,chest,0
Colombia,6/15/2009,cough,251
Colombia,6/15/2009,cramp,0
Colombia,6/15/2009,deficit,0
Colombia,6/15/2009,diabetic,0
Colombia,6/15/2009,diarrhea,0
Colombia,6/15/2009,dizziness,92
Colombia,6/15/2009,fatigue,0
Colombia,6/15/2009,fever,704
Colombia,6/15/2009,headache,208
Colombia,6/15/2009,infections,0
Colombia,6/15/2009,laceration,102
Colombia,6/15/2009,migraine,12
Colombia,6/15/2009,pregnant,12
Colombia,6/15/2009,rash,0
Colombia,6/15/2009,urinate,116
Colombia,6/15/2009,vaginal,4
Colombia,6/15/2009,vision,77
Colombia,6/15/2009,vomiting,495
Colombia,6/15/2009,Heart Problems,102
Colombia,6/15/2009,Vocal Problems,15
Colombia,6/15/2009,others,4258
Colombia,6/16/2009,abdominal pain,225
Colombia,6/16/2009,abscess,7
Colombia,6/16/2009,injury,414
Colombia,6/16/2009,bleeding,163
Colombia,6/16/2009,body pain,1239
Colombia,6/16/2009,breathing,10
Colombia,6/16/2009,chest,0
Colombia,6/16/2009,cough,151
Colombia,6/16/2009,cramp,0
Colombia,6/16/2009,deficit,0
Colombia,6/16/2009,diabetic,0
Colombia,6/16/2009,diarrhea,0
Colombia,6/16/2009,dizziness,53
Colombia,6/16/2009,fatigue,0
Colombia,6/16/2009,fever,411
Colombia,6/16/2009,headache,132
Colombia,6/16/2009,infections,0
Colombia,6/16/2009,laceration,79
Colombia,6/16/2009,migraine,9
Colombia,6/16/2009,pregnant,3
Colombia,6/16/2009,rash,0
Colombia,6/16/2009,urinate,77
Colombia,6/16/2009,vaginal,1
Colombia,6/16/2009,vision,58
Colombia,6/16/2009,vomiting,311
Colombia,6/16/2009,Heart Problems,48
Colombia,6/16/2009,Vocal Problems,8
Colombia,6/16/2009,others,2940
Colombia,6/17/2009,abdominal pain,418
Colombia,6/17/2009,abscess,21
Colombia,6/17/2009,injury,732
Colombia,6/17/2009,bleeding,263
Colombia,6/17/2009,body pain,2337
Colombia,6/17/2009,breathing,34
Colombia,6/17/2009,chest,0
Colombia,6/17/2009,cough,311
Colombia,6/17/2009,cramp,0
Colombia,6/17/2009,deficit,0
Colombia,6/17/2009,diabetic,0
Colombia,6/17/2009,diarrhea,0
Colombia,6/17/2009,dizziness,93
Colombia,6/17/2009,fatigue,0
Colombia,6/17/2009,fever,818
Colombia,6/17/2009,headache,237
Colombia,6/17/2009,infections,0
Colombia,6/17/2009,laceration,118
Colombia,6/17/2009,migraine,21
Colombia,6/17/2009,pregnant,6
Colombia,6/17/2009,rash,0
Colombia,6/17/2009,urinate,139
Colombia,6/17/2009,vaginal,11
Colombia,6/17/2009,vision,104
Colombia,6/17/2009,vomiting,566
Colombia,6/17/2009,Heart Problems,102
Colombia,6/17/2009,Vocal Problems,11
Colombia,6/17/2009,others,5010
Colombia,6/18/2009,abdominal pain,167
Colombia,6/18/2009,abscess,2
Colombia,6/18/2009,injury,240
Colombia,6/18/2009,bleeding,122
Colombia,6/18/2009,body pain,848
Colombia,6/18/2009,breathing,10
Colombia,6/18/2009,chest,0
Colombia,6/18/2009,cough,98
Colombia,6/18/2009,cramp,0
Colombia,6/18/2009,deficit,0
Colombia,6/18/2009,diabetic,0
Colombia,6/18/2009,diarrhea,0
Colombia,6/18/2009,dizziness,30
Colombia,6/18/2009,fatigue,0
Colombia,6/18/2009,fever,276
Colombia,6/18/2009,headache,81
Colombia,6/18/2009,infections,0
Colombia,6/18/2009,laceration,47
Colombia,6/18/2009,migraine,5
Colombia,6/18/2009,pregnant,3
Colombia,6/18/2009,rash,0
Colombia,6/18/2009,urinate,50
Colombia,6/18/2009,vaginal,0
Colombia,6/18/2009,vision,35
Colombia,6/18/2009,vomiting,205
Colombia,6/18/2009,Heart Problems,35
Colombia,6/18/2009,Vocal Problems,11
Colombia,6/18/2009,others,1822
Colombia,6/19/2009,abdominal pain,327
Colombia,6/19/2009,abscess,14
Colombia,6/19/2009,injury,631
Colombia,6/19/2009,bleeding,205
Colombia,6/19/2009,body pain,1837
Colombia,6/19/2009,breathing,22
Colombia,6/19/2009,chest,0
Colombia,6/19/2009,cough,231
Colombia,6/19/2009,cramp,0
Colombia,6/19/2009,deficit,0
Colombia,6/19/2009,diabetic,0
Colombia,6/19/2009,diarrhea,0
Colombia,6/19/2009,dizziness,91
Colombia,6/19/2009,fatigue,0
Colombia,6/19/2009,fever,654
Colombia,6/19/2009,headache,239
Colombia,6/19/2009,infections,0
Colombia,6/19/2009,laceration,105
Colombia,6/19/2009,migraine,7
Colombia,6/19/2009,pregnant,4
Colombia,6/19/2009,rash,0
